"","Country","Year","Disease","Value"
"541","Armenia",2019,"Other haemoglobinopathies and haemolytic anaemias",0.2
"542","Armenia",2019,"Other endocrine, blood and immune disorders",1.2
"543","Armenia",2019,"Schizophrenia",0.1
"544","Armenia",2019,"Alcohol use disorders",0.1
"545","Armenia",2019,"Drug use disorders",1
"546","Armenia",2019,"Idiopathic intellectual disability",0
"547","Armenia",2019,"Alzheimer disease and other dementias",0.9
"548","Armenia",2019,"Parkinson disease",0.3
"549","Armenia",2019,"Epilepsy",0.3
"550","Armenia",2019,"Multiple sclerosis",0.3
"551","Armenia",2019,"Other neurological conditions",2.1
"552","Armenia",2019,"Rheumatic heart disease",1.6
"553","Armenia",2019,"Hypertensive heart disease",16.8
"554","Armenia",2019,"Ischaemic heart disease",201.5
"555","Armenia",2019,"Stroke",48.2
"556","Armenia",2019,"Cardiomyopathy, myocarditis, endocarditis",4.1
"557","Armenia",2019,"Other circulatory diseases",23.6
"558","Armenia",2019,"Chronic obstructive pulmonary disease",18.1
"559","Armenia",2019,"Asthma",0.2
"560","Armenia",2019,"Other respiratory diseases",2.8
"561","Armenia",2019,"Peptic ulcer disease",5.3
"562","Armenia",2019,"Cirrhosis of the liver",15
"563","Armenia",2019,"Appendicitis",0.1
"564","Armenia",2019,"Gastritis and duodenitis",0.5
"565","Armenia",2019,"Paralytic ileus and intestinal obstruction",0.9
"566","Armenia",2019,"Inflammatory bowel disease",0.3
"567","Armenia",2019,"Gallbladder and biliary diseases",1.4
"568","Armenia",2019,"Pancreatitis",0.8
"569","Armenia",2019,"Other digestive diseases",9.2
"570","Armenia",2019,"Kidney diseases",10.6
"571","Armenia",2019,"Benign prostatic hyperplasia",0.6
"572","Armenia",2019,"Urolithiasis",0
"573","Armenia",2019,"Other urinary diseases",1.9
"574","Armenia",2019,"Rheumatoid arthritis",0.2
"575","Armenia",2019,"Osteoarthritis",0.1
"576","Armenia",2019,"Gout",0
"577","Armenia",2019,"Back and neck pain",0.1
"578","Armenia",2019,"Other musculoskeletal disorders",0.6
"579","Armenia",2019,"Neural tube defects",0.7
"580","Armenia",2019,"Cleft lip and cleft palate",0
"581","Armenia",2019,"Down syndrome",0.2
"582","Armenia",2019,"Congenital heart anomalies",2.4
"583","Armenia",2019,"Other chromosomal anomalies",0.2
"584","Armenia",2019,"Other congenital anomalies",5.8
"585","Armenia",2019,"Road injury",17.5
"586","Armenia",2019,"Poisonings",0.6
"587","Armenia",2019,"Falls",1
"588","Armenia",2019,"Fire, heat and hot substances",0.5
"589","Armenia",2019,"Drowning",0.7
"590","Armenia",2019,"Exposure to mechanical forces",1
"591","Armenia",2019,"Other unintentional injuries",7.6
"592","Armenia",2019,"Self-harm",2.7
"593","Armenia",2019,"Interpersonal violence",3.6
"594","Armenia",2019,"Collective violence and legal intervention",0
"595","Australia",2019,"Tuberculosis",0.1
"596","Australia",2019,"STDs excluding HIV",0
"597","Australia",2019,"HIV/AIDS",0.2
"598","Australia",2019,"Diarrhoeal diseases",0.5
"599","Australia",2019,"Childhood-cluster diseases",0
"600","Australia",2019,"Meningitis",0.1
"601","Australia",2019,"Encephalitis",0
"602","Australia",2019,"Hepatitis",0.7
"603","Australia",2019,"Parasitic and vector diseases",0
"604","Australia",2019,"Other infectious diseases",3.9
"605","Australia",2019,"Lower respiratory infections",7
"606","Australia",2019,"Upper respiratory infections",0
"607","Australia",2019,"Otitis media",0
"608","Australia",2019,"Preterm birth complications",1
"609","Australia",2019,"Birth asphyxia and birth trauma",0.6
"610","Australia",2019,"Neonatal sepsis and infections",0.1
"611","Australia",2019,"Other neonatal conditions",0.5
"612","Australia",2019,"Protein-energy malnutrition",0.2
"613","Australia",2019,"Iron-deficiency anaemia",0.2
"614","Australia",2019,"Other nutritional deficiencies",0
"615","Australia",2019,"Mouth and oropharynx cancers",2.2
"616","Australia",2019,"Oesophagus cancer",3.3
"617","Australia",2019,"Stomach cancer",2.8
"618","Australia",2019,"Colon and rectum cancers",12.8
"619","Australia",2019,"Liver cancer",4.6
"620","Australia",2019,"Pancreas cancer",6.6
"621","Australia",2019,"Trachea, bronchus, lung cancers",19
"622","Australia",2019,"Melanoma and other skin cancers",4.8
"623","Australia",2019,"Breast cancer",7.8
"624","Australia",2019,"Cervix uteri cancer",0.9
"625","Australia",2019,"Corpus uteri cancer",1.1
"626","Australia",2019,"Ovary cancer",2.2
"627","Australia",2019,"Prostate cancer",6.6
"628","Australia",2019,"Testicular cancer",0.1
"629","Australia",2019,"Kidney cancer",2.3
"630","Australia",2019,"Bladder cancer",2.1
"631","Australia",2019,"Brain and nervous system cancers",4.3
"632","Australia",2019,"Gallbladder and biliary tract cancer",0.6
"633","Australia",2019,"Larynx cancer",0.5
"634","Australia",2019,"Thyroid cancer",0.4
"635","Australia",2019,"Mesothelioma",1.6
"636","Australia",2019,"Lymphomas, multiple myeloma",6.1
"637","Australia",2019,"Leukaemia",4.4
"638","Australia",2019,"Other malignant neoplasms",4
"639","Australia",2019,"Thalassaemias",0
"640","Australia",2019,"Sickle cell disorders and trait",0
"641","Australia",2019,"Other haemoglobinopathies and haemolytic anaemias",0.2
"642","Australia",2019,"Other endocrine, blood and immune disorders",4.6
"643","Australia",2019,"Bipolar disorder",0
"644","Australia",2019,"Schizophrenia",0.1
"645","Australia",2019,"Alcohol use disorders",1.1
"646","Australia",2019,"Drug use disorders",6.6
"647","Australia",2019,"Anxiety disorders",0
"648","Australia",2019,"Idiopathic intellectual disability",0
"649","Australia",2019,"Alzheimer disease and other dementias",22.6
"650","Australia",2019,"Parkinson disease",3.4
"651","Australia",2019,"Epilepsy",0.9
"652","Australia",2019,"Multiple sclerosis",0.5
"653","Australia",2019,"Migraine",0
"654","Australia",2019,"Other neurological conditions",5.4
"655","Australia",2019,"Rheumatic heart disease",0.7
"656","Australia",2019,"Hypertensive heart disease",2.6
"657","Australia",2019,"Ischaemic heart disease",37.4
"658","Australia",2019,"Stroke",17.1
"659","Australia",2019,"Cardiomyopathy, myocarditis, endocarditis",3.4
"660","Australia",2019,"Other circulatory diseases",11.5
"661","Australia",2019,"Chronic obstructive pulmonary disease",15.3
"662","Australia",2019,"Asthma",1
"663","Australia",2019,"Other respiratory diseases",6.3
"664","Australia",2019,"Peptic ulcer disease",0.5
"665","Australia",2019,"Cirrhosis of the liver",3.9
"666","Australia",2019,"Appendicitis",0.1
"667","Australia",2019,"Gastritis and duodenitis",0
"668","Australia",2019,"Paralytic ileus and intestinal obstruction",1.3
"669","Australia",2019,"Inflammatory bowel disease",0.2
"670","Australia",2019,"Gallbladder and biliary diseases",0.8
"671","Australia",2019,"Pancreatitis",0.6
"672","Australia",2019,"Other digestive diseases",5
"673","Australia",2019,"Kidney diseases",5.2
"674","Australia",2019,"Benign prostatic hyperplasia",0.1
"675","Australia",2019,"Urolithiasis",0
"676","Australia",2019,"Other urinary diseases",1.8
"677","Australia",2019,"Rheumatoid arthritis",0.4
"678","Australia",2019,"Osteoarthritis",0.2
"679","Australia",2019,"Gout",0
"680","Australia",2019,"Back and neck pain",0.1
"681","Australia",2019,"Other musculoskeletal disorders",1.9
"682","Australia",2019,"Neural tube defects",0.2
"683","Australia",2019,"Cleft lip and cleft palate",0
"684","Australia",2019,"Down syndrome",0.4
"685","Australia",2019,"Congenital heart anomalies",0.8
"686","Australia",2019,"Other chromosomal anomalies",0.4
"687","Australia",2019,"Other congenital anomalies",0.8
"688","Australia",2019,"Road injury",4.5
"689","Australia",2019,"Poisonings",0.1
"690","Australia",2019,"Falls",5
"691","Australia",2019,"Fire, heat and hot substances",0.2
"692","Australia",2019,"Drowning",0.7
"693","Australia",2019,"Exposure to mechanical forces",0.4
"694","Australia",2019,"Natural disasters",0
"695","Australia",2019,"Other unintentional injuries",3.3
"696","Australia",2019,"Self-harm",11.3
"697","Australia",2019,"Interpersonal violence",1
"698","Australia",2019,"Collective violence and legal intervention",0
"699","Austria",2019,"Tuberculosis",0.2
"700","Austria",2019,"STDs excluding HIV",0
"701","Austria",2019,"HIV/AIDS",0.3
"702","Austria",2019,"Diarrhoeal diseases",0.5
"703","Austria",2019,"Childhood-cluster diseases",0
"704","Austria",2019,"Meningitis",0.2
"705","Austria",2019,"Encephalitis",0
"706","Austria",2019,"Hepatitis",0.9
"707","Austria",2019,"Parasitic and vector diseases",0.1
"708","Austria",2019,"Other infectious diseases",2.8
"709","Austria",2019,"Lower respiratory infections",5.8
"710","Austria",2019,"Upper respiratory infections",0.2
"711","Austria",2019,"Otitis media",0
"712","Austria",2019,"Preterm birth complications",0.6
"713","Austria",2019,"Birth asphyxia and birth trauma",0.5
"714","Austria",2019,"Neonatal sepsis and infections",0.1
"715","Austria",2019,"Other neonatal conditions",0.6
"716","Austria",2019,"Protein-energy malnutrition",0.3
"717","Austria",2019,"Iron-deficiency anaemia",0.3
"718","Austria",2019,"Other nutritional deficiencies",0.1
"719","Austria",2019,"Mouth and oropharynx cancers",3.5
"720","Austria",2019,"Oesophagus cancer",2.2
"721","Austria",2019,"Stomach cancer",4.2
"722","Austria",2019,"Colon and rectum cancers",10.9
"723","Austria",2019,"Liver cancer",4.8
"724","Austria",2019,"Pancreas cancer",9.4
"725","Austria",2019,"Trachea, bronchus, lung cancers",22.8
"726","Austria",2019,"Melanoma and other skin cancers",2.7
"727","Austria",2019,"Breast cancer",9.3
"728","Austria",2019,"Cervix uteri cancer",1.2
"729","Austria",2019,"Corpus uteri cancer",1.3
"730","Austria",2019,"Ovary cancer",2.6
"731","Austria",2019,"Prostate cancer",6
"732","Austria",2019,"Testicular cancer",0.1
"733","Austria",2019,"Kidney cancer",2.4
"734","Austria",2019,"Bladder cancer",2.5
"735","Austria",2019,"Brain and nervous system cancers",4.3
"736","Austria",2019,"Gallbladder and biliary tract cancer",1.3
"737","Austria",2019,"Larynx cancer",0.8
"738","Austria",2019,"Thyroid cancer",0.5
"739","Austria",2019,"Mesothelioma",0.6
"740","Austria",2019,"Lymphomas, multiple myeloma",5.4
"741","Austria",2019,"Leukaemia",4
"742","Austria",2019,"Other malignant neoplasms",5.4
"743","Austria",2019,"Thalassaemias",0
"744","Austria",2019,"Sickle cell disorders and trait",0
"745","Austria",2019,"Other haemoglobinopathies and haemolytic anaemias",0.2
"746","Austria",2019,"Other endocrine, blood and immune disorders",5.6
"747","Austria",2019,"Schizophrenia",0
"748","Austria",2019,"Alcohol use disorders",3.4
"749","Austria",2019,"Drug use disorders",1.8
"750","Austria",2019,"Idiopathic intellectual disability",0
"751","Austria",2019,"Alzheimer disease and other dementias",13.3
"752","Austria",2019,"Parkinson disease",3.9
"753","Austria",2019,"Epilepsy",1.3
"754","Austria",2019,"Multiple sclerosis",1
"755","Austria",2019,"Other neurological conditions",3.8
"756","Austria",2019,"Rheumatic heart disease",1.3
"757","Austria",2019,"Hypertensive heart disease",11.7
"758","Austria",2019,"Ischaemic heart disease",67.3
"759","Austria",2019,"Stroke",19.6
"760","Austria",2019,"Cardiomyopathy, myocarditis, endocarditis",5.9
"761","Austria",2019,"Other circulatory diseases",17.3
"762","Austria",2019,"Chronic obstructive pulmonary disease",17.2
"763","Austria",2019,"Asthma",0.4
"764","Austria",2019,"Other respiratory diseases",2.2
"765","Austria",2019,"Peptic ulcer disease",0.6
"766","Austria",2019,"Cirrhosis of the liver",8.6
"767","Austria",2019,"Appendicitis",0.1
"768","Austria",2019,"Gastritis and duodenitis",0.1
"769","Austria",2019,"Paralytic ileus and intestinal obstruction",0.9
"770","Austria",2019,"Inflammatory bowel disease",0.2
"771","Austria",2019,"Gallbladder and biliary diseases",0.9
"772","Austria",2019,"Pancreatitis",0.7
"773","Austria",2019,"Other digestive diseases",4.1
"774","Austria",2019,"Kidney diseases",7.8
"775","Austria",2019,"Benign prostatic hyperplasia",0.1
"776","Austria",2019,"Urolithiasis",0
"777","Austria",2019,"Other urinary diseases",1.6
"778","Austria",2019,"Rheumatoid arthritis",0.1
"779","Austria",2019,"Osteoarthritis",0.1
"780","Austria",2019,"Gout",0
"781","Austria",2019,"Back and neck pain",0.2
"782","Austria",2019,"Other musculoskeletal disorders",1.1
"783","Austria",2019,"Neural tube defects",0.3
"784","Austria",2019,"Cleft lip and cleft palate",0
"785","Austria",2019,"Down syndrome",0.8
"786","Austria",2019,"Congenital heart anomalies",1.1
"787","Austria",2019,"Other chromosomal anomalies",0.5
"788","Austria",2019,"Other congenital anomalies",1.2
"789","Austria",2019,"Road injury",4.2
"790","Austria",2019,"Poisonings",0.2
"791","Austria",2019,"Falls",4.4
"792","Austria",2019,"Fire, heat and hot substances",0.3
"793","Austria",2019,"Drowning",0.3
"794","Austria",2019,"Exposure to mechanical forces",0.5
"795","Austria",2019,"Natural disasters",0.1
"796","Austria",2019,"Other unintentional injuries",8
"797","Austria",2019,"Self-harm",10.4
"798","Austria",2019,"Interpersonal violence",0.5
"799","Austria",2019,"Collective violence and legal intervention",0
"800","Azerbaijan",2019,"Tuberculosis",5.9
"801","Azerbaijan",2019,"STDs excluding HIV",0.3
"802","Azerbaijan",2019,"HIV/AIDS",3.6
"803","Azerbaijan",2019,"Diarrhoeal diseases",3
"804","Azerbaijan",2019,"Childhood-cluster diseases",0.8
"805","Azerbaijan",2019,"Meningitis",0.6
"806","Azerbaijan",2019,"Encephalitis",1.1
"807","Azerbaijan",2019,"Hepatitis",0.3
"808","Azerbaijan",2019,"Parasitic and vector diseases",0.2
"809","Azerbaijan",2019,"Intestinal nematode infections",0
"810","Azerbaijan",2019,"Other infectious diseases",0.3
"811","Azerbaijan",2019,"Lower respiratory infections",19.9
"812","Azerbaijan",2019,"Upper respiratory infections",0.2
"813","Azerbaijan",2019,"Otitis media",0
"814","Azerbaijan",2019,"Preterm birth complications",6.1
"815","Azerbaijan",2019,"Birth asphyxia and birth trauma",4
"816","Azerbaijan",2019,"Neonatal sepsis and infections",1.5
"817","Azerbaijan",2019,"Other neonatal conditions",0.5
"818","Azerbaijan",2019,"Protein-energy malnutrition",0.2
"819","Azerbaijan",2019,"Other nutritional deficiencies",0.1
"820","Azerbaijan",2019,"Mouth and oropharynx cancers",1.6
"821","Azerbaijan",2019,"Oesophagus cancer",6.1
"822","Azerbaijan",2019,"Stomach cancer",13.2
"823","Azerbaijan",2019,"Colon and rectum cancers",8.1
"824","Azerbaijan",2019,"Liver cancer",3.9
"825","Azerbaijan",2019,"Pancreas cancer",3.1
"826","Azerbaijan",2019,"Trachea, bronchus, lung cancers",13.1
"827","Azerbaijan",2019,"Melanoma and other skin cancers",1.4
"828","Azerbaijan",2019,"Breast cancer",9.2
"829","Azerbaijan",2019,"Cervix uteri cancer",2.6
"830","Azerbaijan",2019,"Corpus uteri cancer",1.1
"831","Azerbaijan",2019,"Ovary cancer",2.4
"832","Azerbaijan",2019,"Prostate cancer",1.8
"833","Azerbaijan",2019,"Testicular cancer",0.1
"834","Azerbaijan",2019,"Kidney cancer",1.6
"835","Azerbaijan",2019,"Bladder cancer",2
"836","Azerbaijan",2019,"Brain and nervous system cancers",2.5
"837","Azerbaijan",2019,"Gallbladder and biliary tract cancer",0.4
"838","Azerbaijan",2019,"Larynx cancer",1.6
"839","Azerbaijan",2019,"Thyroid cancer",0.6
"840","Azerbaijan",2019,"Mesothelioma",0.1
"841","Azerbaijan",2019,"Lymphomas, multiple myeloma",2.3
"842","Azerbaijan",2019,"Leukaemia",1.4
"843","Azerbaijan",2019,"Other malignant neoplasms",3.9
"844","Azerbaijan",2019,"Thalassaemias",0.9
"845","Azerbaijan",2019,"Sickle cell disorders and trait",0
"846","Azerbaijan",2019,"Other haemoglobinopathies and haemolytic anaemias",0.3
"847","Azerbaijan",2019,"Other endocrine, blood and immune disorders",2
"848","Azerbaijan",2019,"Alcohol use disorders",2.3
"849","Azerbaijan",2019,"Drug use disorders",0.5
"850","Azerbaijan",2019,"Eating disorders",0
"851","Azerbaijan",2019,"Alzheimer disease and other dementias",17.4
"852","Azerbaijan",2019,"Parkinson disease",5.4
"853","Azerbaijan",2019,"Epilepsy",2.2
"854","Azerbaijan",2019,"Multiple sclerosis",0.1
"855","Azerbaijan",2019,"Other neurological conditions",0.7
"856","Azerbaijan",2019,"Rheumatic heart disease",2.1
"857","Azerbaijan",2019,"Hypertensive heart disease",28
"858","Azerbaijan",2019,"Ischaemic heart disease",388.4
"859","Azerbaijan",2019,"Stroke",151.5
"860","Azerbaijan",2019,"Cardiomyopathy, myocarditis, endocarditis",17
"861","Azerbaijan",2019,"Other circulatory diseases",9
"862","Azerbaijan",2019,"Chronic obstructive pulmonary disease",21.6
"863","Azerbaijan",2019,"Asthma",4.9
"864","Azerbaijan",2019,"Other respiratory diseases",1.6
"865","Azerbaijan",2019,"Peptic ulcer disease",2.6
"866","Azerbaijan",2019,"Cirrhosis of the liver",37.4
"867","Azerbaijan",2019,"Appendicitis",0.1
"868","Azerbaijan",2019,"Gastritis and duodenitis",0
"869","Azerbaijan",2019,"Paralytic ileus and intestinal obstruction",1.2
"870","Azerbaijan",2019,"Inflammatory bowel disease",0.2
"871","Azerbaijan",2019,"Gallbladder and biliary diseases",0.8
"872","Azerbaijan",2019,"Pancreatitis",0.7
"873","Azerbaijan",2019,"Other digestive diseases",4.5
"874","Azerbaijan",2019,"Kidney diseases",17.1
"875","Azerbaijan",2019,"Urolithiasis",0.1
"876","Azerbaijan",2019,"Other urinary diseases",3.8
"877","Azerbaijan",2019,"Gynecological diseases",0.1
"878","Azerbaijan",2019,"Rheumatoid arthritis",0.1
"879","Azerbaijan",2019,"Other musculoskeletal disorders",0.1
"880","Azerbaijan",2019,"Neural tube defects",0.2
"881","Azerbaijan",2019,"Cleft lip and cleft palate",0
"882","Azerbaijan",2019,"Down syndrome",0.1
"883","Azerbaijan",2019,"Congenital heart anomalies",3.2
"884","Azerbaijan",2019,"Other chromosomal anomalies",0.1
"885","Azerbaijan",2019,"Other congenital anomalies",1.6
"886","Azerbaijan",2019,"Road injury",6.6
"887","Azerbaijan",2019,"Poisonings",0.9
"888","Azerbaijan",2019,"Falls",3.1
"889","Azerbaijan",2019,"Fire, heat and hot substances",4.8
"890","Azerbaijan",2019,"Drowning",3.4
"891","Azerbaijan",2019,"Exposure to mechanical forces",0.8
"892","Azerbaijan",2019,"Other unintentional injuries",4.6
"893","Azerbaijan",2019,"Self-harm",4
"894","Azerbaijan",2019,"Interpersonal violence",2.4
"895","Azerbaijan",2019,"Collective violence and legal intervention",0
